1,-1,155,199,66,162,51.818
1,-1,283.84,199.64,72.19,177.19,44.136
1,-1,413.11,186.52,86.359,211.97,43.862
1,-1,197.89,208.73,55.661,136.62,41.769
1,-1,140.95,270,35.953,88.247,40.133
1,-1,45,158.33,110,270,37.383
2,-1,201.38,198.46,60.787,149.21,59.703
2,-1,275.07,199.64,72.19,177.19,56.108
2,-1,58.333,158.33,110,270,55.602
2,-1,155,199,66,162,52.104
2,-1,415.71,181.43,94.286,231.43,50.455
2,-1,131,207,66,162,33.003
2,-1,224.26,176.09,86.359,211.97,7.6573
3,-1,427.14,181.43,94.286,231.43,68.719
3,-1,266.3,199.64,72.19,177.19,55.736
3,-1,163,199,66,162,53.644
3,-1,139,207,66,162,40.117
3,-1,211.37,208.73,55.661,136.62,38.912
3,-1,82.308,245.38,50.769,124.62,20.134
3,-1,63.846,313.08,50.769,124.62,18.902
3,-1,125.81,169.68,42.581,104.52,9.8076
3,-1,126.03,260.73,72.19,177.19,6.8226
4,-1,438.57,181.43,94.286,231.43,75.769
4,-1,257.53,199.64,72.19,177.19,63.661
4,-1,147,199,66,162,52.308
4,-1,171,199,66,162,34.346
4,-1,88.462,245.38,50.769,124.62,26.743
4,-1,76.154,313.08,50.769,124.62,22.802
4,-1,139.26,170.5,39.152,96.1,19.327
4,-1,134.79,252,72.19,177.19,7.6677
5,-1,450,181.43,94.286,231.43,69.831
5,-1,143.56,182.18,72.19,177.19,55.19
5,-1,251.94,190.8,78.971,193.84,50.869
5,-1,179.31,205.85,60.787,149.21,25.495
5,-1,95.714,158.57,94.286,231.43,19.108
5,-1,70,313.08,50.769,124.62,7.3988
5,-1,152.33,252,72.19,177.19,6.5416
6,-1,450,181.43,94.286,231.43,81.688
6,-1,234.75,176.09,86.359,211.97,54.483
6,-1,152.33,182.18,72.19,177.19,51.342
6,-1,211.37,208.73,55.661,136.62,23.007
6,-1,161.1,252,72.19,177.19,9.9911
6,-1,100.77,257.69,50.769,124.62,2.1693
6,-1,191.16,208.73,55.661,136.62,0.14207
7,-1,450,181.43,94.286,231.43,77.288
7,-1,232.84,190.8,78.971,193.84,75.366
7,-1,179.31,205.85,60.787,149.21,36.437
7,-1,115.38,158.46,101.54,249.23,17.216
7,-1,219.32,261.27,35.953,88.247,11.916
8,-1,461.43,181.43,94.286,231.43,97.323
8,-1,232.84,181.2,78.971,193.84,92.509
8,-1,187,191,66,162,39.761
8,-1,129.84,165.65,86.359,211.97,16.52
8,-1,165.97,238.8,78.971,193.84,13.224
9,-1,472.86,181.43,94.286,231.43,107.51
9,-1,213.77,176.09,86.359,211.97,88.617
9,-1,152.31,183.08,101.54,249.23,44.105
10,-1,472.31,170.77,101.54,249.23,99.923
10,-1,223.28,190.8,78.971,193.84,97.972
10,-1,140,183.08,101.54,249.23,42.223
10,-1,194.63,190.8,78.971,193.84,23.017
11,-1,484.62,170.77,101.54,249.23,117.58
11,-1,223.28,190.8,78.971,193.84,89.879
11,-1,151.67,171.67,110,270,43.638
12,-1,484.62,170.77,101.54,249.23,133.21
12,-1,151.67,171.67,110,270,63.688
12,-1,213.77,176.09,86.359,211.97,63.553
12,-1,265.26,242.54,55.661,136.62,24.696
13,-1,484.62,170.77,101.54,249.23,126.06
13,-1,151.67,158.33,110,270,62.895
13,-1,252.87,228,60.787,149.21,42.953
13,-1,219,199,66,162,15.816
14,-1,496.92,170.77,101.54,249.23,97.995
14,-1,165,171.67,110,270,54.266
14,-1,254.62,257.69,50.769,124.62,18.587
15,-1,507.14,181.43,94.286,231.43,89.32
15,-1,165,171.67,110,270,50.28
15,-1,272,208.73,55.661,136.62,35.446
15,-1,201.54,146.15,101.54,249.23,17.193
15,-1,487.58,276.34,55.661,136.62,8.8719
16,-1,507.14,181.43,94.286,231.43,66.79
16,-1,175.71,192.86,94.286,231.43,55.842
16,-1,274.94,198.46,60.787,149.21,34.354
17,-1,176.92,183.08,101.54,249.23,65.852
17,-1,518.57,181.43,94.286,231.43,51.523
17,-1,278.74,208.73,55.661,136.62,38.254
18,-1,285.47,208.73,55.661,136.62,65.215
18,-1,530,181.43,94.286,231.43,38.968
18,-1,164.29,204.29,94.286,231.43,35.821
18,-1,205,171.67,110,270,14.844
19,-1,292.21,208.73,55.661,136.62,71.114
19,-1,164.62,183.08,101.54,249.23,52.042
19,-1,541.43,181.43,94.286,231.43,33.541
20,-1,156.42,181.2,78.971,193.84,53.807
20,-1,292.21,208.73,55.661,136.62,50.663
20,-1,552.86,181.43,94.286,231.43,20.604
20,-1,187,271,66,162,19.338
20,-1,213.77,176.09,86.359,211.97,11.387
21,-1,146.87,181.2,78.971,193.84,60.963
21,-1,303.85,214.62,50.769,124.62,59.675
21,-1,292.6,269.45,72.19,177.19,16.031
21,-1,171.8,217.83,86.359,211.97,12.793
21,-1,251.33,253.41,46.668,114.55,11.988
22,-1,140.33,176.09,86.359,211.97,80.594
22,-1,310,214.62,50.769,124.62,49.083
22,-1,299,287,66,162,39.073
22,-1,275,287,66,162,12.799
22,-1,164.29,204.29,94.286,231.43,4.5997
23,-1,137.31,190.8,78.971,193.84,96.022
23,-1,252.73,158.18,120,294.55,45.999
23,-1,213.7,182.18,72.19,177.19,35.834
24,-1,137.31,190.8,78.971,193.84,79.875
24,-1,222.47,182.18,72.19,177.19,52.698
24,-1,319.08,205.85,60.787,149.21,48.233
24,-1,291,287,66,162,33.333
25,-1,222.47,190.91,72.19,177.19,67.607
25,-1,129.84,176.09,86.359,211.97,55.745
25,-1,325.89,208.73,55.661,136.62,46.249
25,-1,291,287,66,162,42.44
25,-1,1.5,183.5,33,81,9.8358
26,-1,332.63,208.73,55.661,136.62,55.614
26,-1,126.03,190.91,72.19,177.19,53.571
26,-1,222.47,182.18,72.19,177.19,46.662
26,-1,258.33,171.67,110,270,26.015
26,-1,-3.5398,292.94,46.668,114.55,14.57
26,-1,-5,183,66,162,12.32
27,-1,222.47,182.18,72.19,177.19,46.43
27,-1,326.44,205.85,60.787,149.21,37.021
27,-1,117.26,190.91,72.19,177.19,29.41
27,-1,280.6,248.4,78.971,193.84,27.255
27,-1,-5.4795,173.45,72.19,177.19,17.751
27,-1,-2.963,308.32,39.152,96.1,17.289
